FareClass,ObservationDate,Departure_Date,ORG,Dst,Carrier,Flight_Code,Dep_time,Arr_time,Apt_Fees,Gov_Tax,Total_Price_Non_Res,Base_Fare_Non_Res,Base_Fare_Non_Res_Calc,Airport_Fees_Res,Gov_Tax_Res,Total_Price_Res,Base_Fare_Res,Base_Fare_Res_Calc,Discount_Value,Discount_Value_Calc,Security,Security Tax,Currency
Economica,15/03/2019,25/03/2019,TFN,LPA,NT,NT188,20:00,20:30,1.50,2.47,55.47,53.97,,1.50,2.47,15.72,,11.75,39.75,,,,€
Promo,15/03/2019,25/03/2019,TFN,LPA,NT,NT188,20:00,20:30,1.50,2.47,43.47,41.97,,1.50,2.47,12.72,,8.75,30.75,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT605,07:30,08:00,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT605,07:30,08:00,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT607,08:00,08:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT607,08:00,08:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT607,08:00,08:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT607,08:00,08:30,1.50,2.47,54.47,52.97,,1.50,2.47,15.47,,11.50,39.0,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT611,09:00,09:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT611,09:00,09:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT611,09:00,09:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT611,09:00,09:30,1.50,2.47,54.47,52.97,,1.50,2.47,15.47,,11.50,39.0,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT609,10:00,10:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT609,10:00,10:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT609,10:00,10:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT609,10:00,10:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT609,10:00,10:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT617,11:00,11:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT617,11:00,11:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT617,11:00,11:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT617,11:00,11:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT617,11:00,11:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT621,13:00,13:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT621,13:00,13:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT621,13:00,13:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT621,13:00,13:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT621,13:00,13:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT631,15:00,15:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT631,15:00,15:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT631,15:00,15:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT631,15:00,15:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT631,15:00,15:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT633,16:00,16:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT633,16:00,16:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT633,16:00,16:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT633,16:00,16:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT633,16:00,16:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT623,17:00,17:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT623,17:00,17:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT623,17:00,17:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT623,17:00,17:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT623,17:00,17:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT637,18:00,18:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT637,18:00,18:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT637,18:00,18:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT637,18:00,18:30,1.50,2.47,44.47,42.97,,1.50,2.47,12.97,,9.00,31.5,,,,€
Superpromo,15/03/2019,25/03/2019,TFN,SPC,NT,NT637,18:00,18:30,1.50,2.47,41.47,39.97,,1.50,2.47,12.22,,8.25,29.25,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,SPC,NT,NT639,19:00,19:30,0,2.47,84.47,84.47,,0,2.47,22.97,,20.50,61.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,SPC,NT,NT639,19:00,19:30,1.50,2.47,74.47,72.97,,1.50,2.47,20.47,,16.50,54.0,,,,€
Economica,15/03/2019,25/03/2019,TFN,SPC,NT,NT639,19:00,19:30,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,SPC,NT,NT639,19:00,19:30,1.50,2.47,54.47,52.97,,1.50,2.47,15.47,,11.50,39.0,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,VDE,NT,NT655,07:55,08:35,0,2.47,92.47,92.47,,0,2.47,24.97,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,VDE,NT,NT655,07:55,08:35,1.50,2.47,80.47,78.97,,1.50,2.47,21.97,,18.00,58.5,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,VDE,NT,NT659,10:05,10:45,0,2.47,92.47,92.47,,0,2.47,24.97,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,VDE,NT,NT659,10:05,10:45,1.50,2.47,80.47,78.97,,1.50,2.47,21.97,,18.00,58.5,,,,€
Economica,15/03/2019,25/03/2019,TFN,VDE,NT,NT659,10:05,10:45,1.50,2.47,62.47,60.97,,1.50,2.47,17.47,,13.50,45.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,VDE,NT,NT659,10:05,10:45,1.50,2.47,48.47,46.97,,1.50,2.47,13.97,,10.00,34.5,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,VDE,NT,NT663,14:00,14:40,0,2.47,92.47,92.47,,0,2.47,24.97,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,VDE,NT,NT663,14:00,14:40,1.50,2.47,80.47,78.97,,1.50,2.47,21.97,,18.00,58.5,,,,€
Economica,15/03/2019,25/03/2019,TFN,VDE,NT,NT663,14:00,14:40,1.50,2.47,62.47,60.97,,1.50,2.47,17.47,,13.50,45.0,,,,€
Promo,15/03/2019,25/03/2019,TFN,VDE,NT,NT663,14:00,14:40,1.50,2.47,58.47,56.97,,1.50,2.47,16.47,,12.50,42.0,,,,€
FlexiMas,15/03/2019,25/03/2019,TFN,VDE,NT,NT673,16:55,17:35,0,2.47,92.47,92.47,,0,2.47,24.97,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,TFN,VDE,NT,NT673,16:55,17:35,1.50,2.47,80.47,78.97,,1.50,2.47,21.97,,18.00,58.5,,,,€
Economica,15/03/2019,25/03/2019,TFN,VDE,NT,NT673,16:55,17:35,1.50,2.47,62.47,60.97,,1.50,2.47,17.47,,13.50,45.0,,,,€
FlexiMas,15/03/2019,25/03/2019,VDE,LPA,NT,NT366,16:40,17:30,0,1.62,133.62,133.62,,0,1.62,34.62,,33.00,99.0,,,,€
Flexible,15/03/2019,25/03/2019,VDE,LPA,NT,NT366,16:40,17:30,0,1.62,107.62,107.62,,0,1.62,28.12,,26.50,79.5,,,,€
Economica,15/03/2019,25/03/2019,VDE,LPA,NT,NT366,16:40,17:30,1.50,1.62,87.62,86.12,,1.50,1.62,23.12,,20.00,64.5,,,,€
Promo,15/03/2019,25/03/2019,VDE,LPA,NT,NT366,16:40,17:30,1.50,1.62,81.62,80.12,,1.50,1.62,21.62,,18.50,60.0,,,,€
FlexiMas,15/03/2019,25/03/2019,VDE,TFN,NT,NT656,08:55,09:35,0,1.64,91.64,91.64,,0,1.64,24.14,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,VDE,TFN,NT,NT656,08:55,09:35,1.50,1.64,79.64,78.14,,1.50,1.64,21.14,,18.00,58.5,,,,€
FlexiMas,15/03/2019,25/03/2019,VDE,TFN,NT,NT662,11:20,12:00,0,1.64,91.64,91.64,,0,1.64,24.14,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,VDE,TFN,NT,NT662,11:20,12:00,1.50,1.64,79.64,78.14,,1.50,1.64,21.14,,18.00,58.5,,,,€
Economica,15/03/2019,25/03/2019,VDE,TFN,NT,NT662,11:20,12:00,1.50,1.64,61.64,60.14,,1.50,1.64,16.64,,13.50,45.0,,,,€
Promo,15/03/2019,25/03/2019,VDE,TFN,NT,NT662,11:20,12:00,1.50,1.64,50.64,49.14,,1.50,1.64,13.89,,10.75,36.75,,,,€
FlexiMas,15/03/2019,25/03/2019,VDE,TFN,NT,NT664,15:20,16:00,0,1.64,91.64,91.64,,0,1.64,24.14,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,VDE,TFN,NT,NT664,15:20,16:00,1.50,1.64,79.64,78.14,,1.50,1.64,21.14,,18.00,58.5,,,,€
Economica,15/03/2019,25/03/2019,VDE,TFN,NT,NT664,15:20,16:00,1.50,1.64,61.64,60.14,,1.50,1.64,16.64,,13.50,45.0,,,,€
Promo,15/03/2019,25/03/2019,VDE,TFN,NT,NT664,15:20,16:00,1.50,1.64,57.64,56.14,,1.50,1.64,15.64,,12.50,42.0,,,,€
FlexiMas,15/03/2019,25/03/2019,VDE,TFN,NT,NT674,17:55,18:35,0,1.64,91.64,91.64,,0,1.64,24.14,,22.50,67.5,,,,€
Flexible,15/03/2019,25/03/2019,VDE,TFN,NT,NT674,17:55,18:35,1.50,1.64,79.64,78.14,,1.50,1.64,21.14,,18.00,58.5,,,,€
Economica,15/03/2019,25/03/2019,VDE,TFN,NT,NT674,17:55,18:35,1.50,1.64,61.64,60.14,,1.50,1.64,16.64,,13.50,45.0,,,,€
Promo,15/03/2019,25/03/2019,VDE,TFN,NT,NT674,17:55,18:35,1.50,1.64,57.64,56.14,,1.50,1.64,15.64,,12.50,42.0,,,,€
